,Project,HoleID,From,To,SG,Code,Lith,Geol
6298,UpperCanada,UC13_470,444.4,445.31,2.79,S3,Greywacke,Sediments
6299,UpperCanada,UC13_470,445.31,446.23,2.83,S3,Greywacke,Sediments
6300,UpperCanada,UC13_470,446.23,447.14,2.81,S3,Greywacke,Sediments
6301,UpperCanada,UC13_470,447.14,448.06,2.77,S3,Greywacke,Sediments
6302,UpperCanada,UC13_470,448.06,448.97,2.73,S3,Greywacke,Sediments
6303,UpperCanada,UC13_470,536.45,537.36,2.9,ALBp,Proto-Albite,Albitite
6304,UpperCanada,UC13_470,537.36,538.28,2.8,ALBp,Proto-Albite,Albitite
6305,UpperCanada,UC13_470,538.28,539.1,2.78,ALBp,Proto-Albite,Albitite
6306,UpperCanada,UC13_470,530.96,531.88,2.75,ALBp,Proto-Albite,Albitite
6307,UpperCanada,UC13_470,531.88,532.79,2.8,ALBp,Proto-Albite,Albitite
6308,UpperCanada,UC13_470,532.79,533.7,2.78,ALBp,Proto-Albite,Albitite
6309,UpperCanada,UC13_470,533.7,534.62,2.78,ALBp,Proto-Albite,Albitite
6310,UpperCanada,UC13_470,534.62,535.53,2.8,ALBp,Proto-Albite,Albitite
6311,UpperCanada,UC13_470,535.53,536.45,2.88,ALBp,Proto-Albite,Albitite
6312,UpperCanada,UC13_470,527.3,528.22,2.73,ALBp,Proto-Albite,Albitite
6313,UpperCanada,UC13_470,528.22,529.13,2.74,ALBp,Proto-Albite,Albitite
6314,UpperCanada,UC13_470,529.13,530.05,2.77,ALBp,Proto-Albite,Albitite
6315,UpperCanada,UC13_470,530.05,530.96,2.78,ALBp,Proto-Albite,Albitite
6316,UpperCanada,UC13_470,524.56,525.48,2.72,ALBp,Proto-Albite,Albitite
6317,UpperCanada,UC13_478,655.62,656.54,2.7,ALBp,Proto-Albite,Albitite
6318,UpperCanada,UC13_478,656.54,657.45,2.74,ALBp,Proto-Albite,Albitite
6319,UpperCanada,UC13_478,657.45,658.37,2.71,ALBp,Proto-Albite,Albitite
6320,UpperCanada,UC13_478,647.4,648.31,2.67,ALBp,Proto-Albite,Albitite
6321,UpperCanada,UC13_478,648.31,649.22,2.68,ALBp,Proto-Albite,Albitite
6322,UpperCanada,UC13_478,649.22,650.14,2.72,ALBp,Proto-Albite,Albitite
6323,UpperCanada,UC13_478,650.14,651.05,2.66,ALBp,Proto-Albite,Albitite
6324,UpperCanada,UC13_478,651.05,651.97,2.71,ALBp,Proto-Albite,Albitite
6325,UpperCanada,UC13_478,651.97,652.88,2.6,ALBp,Proto-Albite,Albitite
6326,UpperCanada,UC13_478,643.92,644.65,2.67,ALBp,Proto-Albite,Albitite
6327,UpperCanada,UC13_478,644.65,645.57,2.7,ALBp,Proto-Albite,Albitite
6328,UpperCanada,UC13_478,645.57,646.48,2.66,ALBp,Proto-Albite,Albitite
6329,UpperCanada,UC13_478,646.48,647.4,2.76,ALBp,Proto-Albite,Albitite
6330,UpperCanada,UC13_478,685.5,686.41,2.65,ALBp,Proto-Albite,Albitite
6331,UpperCanada,UC13_478,686.41,687.32,2.65,ALBp,Proto-Albite,Albitite
6332,UpperCanada,UC13_478,687.32,688.24,2.75,ALBp,Proto-Albite,Albitite
6333,UpperCanada,UC13_478,688.24,689.15,2.71,ALBp,Proto-Albite,Albitite
6334,UpperCanada,UC13_478,689.15,690.07,2.69,ALBp,Proto-Albite,Albitite
6335,UpperCanada,UC13_478,690.07,690.83,2.68,ALBp,Proto-Albite,Albitite
6336,UpperCanada,UC13_478,680.01,680.92,2.64,ALBp,Proto-Albite,Albitite
6337,UpperCanada,UC13_478,680.92,681.84,2.73,ALBp,Proto-Albite,Albitite
6338,UpperCanada,UC13_478,681.84,682.75,2.63,ALBp,Proto-Albite,Albitite
6339,UpperCanada,UC13_478,682.75,683.67,2.68,ALBp,Proto-Albite,Albitite
6340,UpperCanada,UC13_478,683.67,684.58,2.68,ALBp,Proto-Albite,Albitite
6341,UpperCanada,UC13_478,684.58,685.5,2.74,ALBp,Proto-Albite,Albitite
6342,UpperCanada,UC13_478,674.52,675.44,2.79,ALBp,Proto-Albite,Albitite
6343,UpperCanada,UC13_478,675.44,676.35,2.74,ALBp,Proto-Albite,Albitite
6344,UpperCanada,UC13_478,676.35,677.27,2.78,ALBp,Proto-Albite,Albitite
6345,UpperCanada,UC13_478,677.27,678.18,2.69,ALBp,Proto-Albite,Albitite
6346,UpperCanada,UC13_478,678.18,679.09,2.67,ALBp,Proto-Albite,Albitite
6347,UpperCanada,UC13_478,679.09,680.01,2.68,ALBp,Proto-Albite,Albitite
6348,UpperCanada,UC13_478,669.04,669.95,2.68,ALBp,Proto-Albite,Albitite
6349,UpperCanada,UC13_478,669.95,670.86,2.67,ALBp,Proto-Albite,Albitite
6350,UpperCanada,UC13_478,670.86,671.78,2.67,ALBp,Proto-Albite,Albitite
6351,UpperCanada,UC13_478,671.78,672.69,2.71,ALBp,Proto-Albite,Albitite
6352,UpperCanada,UC13_478,672.69,673.61,2.68,ALBp,Proto-Albite,Albitite
6353,UpperCanada,UC13_478,673.61,674.52,2.72,ALBp,Proto-Albite,Albitite
6354,UpperCanada,UC13_478,664.46,665.38,2.7,ALBp,Proto-Albite,Albitite
6355,UpperCanada,UC13_478,665.38,666.29,2.77,ALBp,Proto-Albite,Albitite
6356,UpperCanada,UC13_478,666.29,667.21,2.76,ALBp,Proto-Albite,Albitite
6357,UpperCanada,UC13_473,62.18,63.09,2.59,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6358,UpperCanada,UC13_473,63.09,64.01,2.67,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6359,UpperCanada,UC13_473,64.01,64.92,2.75,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6360,UpperCanada,UC13_473,64.92,65.84,2.87,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6361,UpperCanada,UC13_473,54.86,55.78,2.89,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6362,UpperCanada,UC13_473,55.78,56.69,2.36,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6363,UpperCanada,UC13_473,56.69,57.61,2.77,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6364,UpperCanada,UC13_473,57.61,58.52,2.81,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6365,UpperCanada,UC13_473,58.52,59.44,2.63,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6366,UpperCanada,UC13_473,59.44,60.35,2.63,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6367,UpperCanada,UC13_473,49.38,50.29,2.79,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6368,UpperCanada,UC13_473,50.29,51.21,2.76,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6369,UpperCanada,UC13_473,51.21,52.12,2.29,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6370,UpperCanada,UC13_473,52.12,53.04,2.77,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6371,UpperCanada,UC13_473,53.04,53.95,2.75,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6372,UpperCanada,UC13_473,53.95,54.86,2.93,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6373,UpperCanada,UC13_473,43.89,44.81,2.8,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6374,UpperCanada,UC13_473,44.81,45.72,2.77,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6375,UpperCanada,UC13_473,45.72,46.63,2.51,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6376,UpperCanada,UC13_473,46.63,47.55,2.76,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6377,UpperCanada,UC13_473,47.55,48.46,3.07,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6378,UpperCanada,UC13_473,48.46,49.38,2.76,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6379,UpperCanada,UC13_473,38.4,39.32,2.62,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6380,UpperCanada,UC13_473,39.32,40.23,2.72,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6381,UpperCanada,UC13_473,40.23,41.15,2.74,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6382,UpperCanada,UC13_473,41.15,42.06,2.74,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6383,UpperCanada,UC13_473,42.06,42.98,2.64,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6384,UpperCanada,UC13_473,42.98,43.89,2.69,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6385,UpperCanada,UC13_473,32.92,33.83,2.79,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6386,UpperCanada,UC13_473,33.83,34.75,2.77,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6387,UpperCanada,UC13_473,34.75,35.66,2.79,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6388,UpperCanada,UC13_479E,382.83,383.74,2.38,ALBp,Proto-Albite,Albitite
6389,UpperCanada,UC13_479E,383.74,384.66,2.78,ALBp,Proto-Albite,Albitite
6390,UpperCanada,UC13_479E,384.66,385.57,2.74,ALBp,Proto-Albite,Albitite
6391,UpperCanada,UC13_479E,385.57,386.49,2.7,ALBp,Proto-Albite,Albitite
6392,UpperCanada,UC13_479E,386.49,387.4,2.75,ALBp,Proto-Albite,Albitite
6393,UpperCanada,UC13_479E,387.4,388.32,2.92,ALBp,Proto-Albite,Albitite
6394,UpperCanada,UC13_479E,388.32,389.23,2.79,ALBp,Proto-Albite,Albitite
6395,UpperCanada,UC13_479E,389.23,390.14,2.73,ALBp,Proto-Albite,Albitite
6396,UpperCanada,UC13_479E,390.14,391.06,2.73,ALBp,Proto-Albite,Albitite
6397,UpperCanada,UC13_479E,393.8,394.66,2.84,ALBp,Proto-Albite,Albitite
6398,UpperCanada,UC13_479E,391.06,391.97,2.89,ALBp,Proto-Albite,Albitite
6399,UpperCanada,UC13_479E,391.97,392.89,2.82,ALBp,Proto-Albite,Albitite
6400,UpperCanada,UC13_479E,392.89,393.8,2.85,ALBp,Proto-Albite,Albitite
6401,UpperCanada,UC13_479E,401.73,402.64,2.8,ALBp,Proto-Albite,Albitite
6402,UpperCanada,UC13_479E,397.03,398.07,2.79,ALBp,Proto-Albite,Albitite
6403,UpperCanada,UC13_479E,398.07,398.98,2.82,ALBp,Proto-Albite,Albitite
6404,UpperCanada,UC13_479E,398.98,399.9,2.89,ALBp,Proto-Albite,Albitite
6405,UpperCanada,UC13_479E,399.9,400.81,2.87,ALBp,Proto-Albite,Albitite
6406,UpperCanada,UC13_479E,400.81,401.73,2.82,ALBp,Proto-Albite,Albitite
6407,UpperCanada,UC13_479E,418.19,419.1,2.76,ALBp,Proto-Albite; Wacke Altered,Albitite
6408,UpperCanada,UC13_479E,412.7,413.61,2.74,ALBp,Proto-Albite; Wacke Altered,Albitite
6409,UpperCanada,UC13_479E,413.61,414.53,2.73,ALBp,Proto-Albite; Wacke Altered,Albitite
6410,UpperCanada,UC13_479E,414.53,415.44,2.8,ALBp,Proto-Albite; Wacke Altered,Albitite
6411,UpperCanada,UC13_479E,415.44,416.36,2.83,ALBp,Proto-Albite; Wacke Altered,Albitite
6412,UpperCanada,UC13_479E,416.36,417.27,2.79,ALBp,Proto-Albite; Wacke Altered,Albitite
6413,UpperCanada,UC13_479E,417.27,418.19,2.66,ALBp,Proto-Albite; Wacke Altered,Albitite
6414,UpperCanada,UC13_479E,407.21,408.13,2.72,ALBp,Proto-Albite; Wacke Altered,Albitite
6415,UpperCanada,UC13_479E,408.13,409.04,2.72,ALBp,Proto-Albite; Wacke Altered,Albitite
6416,UpperCanada,UC13_479E,409.04,409.96,2.81,ALBp,Proto-Albite; Wacke Altered,Albitite
6417,UpperCanada,UC13_479E,409.96,410.87,2.7,ALBp,Proto-Albite; Wacke Altered,Albitite
6418,UpperCanada,UC13_479E,410.87,411.78,2.79,ALBp,Proto-Albite; Wacke Altered,Albitite
6419,UpperCanada,UC13_479E,411.78,412.7,2.66,ALBp,Proto-Albite; Wacke Altered,Albitite
6420,UpperCanada,UC13_479E,403.56,404.47,2.78,ALBp,Proto-Albite; Wacke Altered,Albitite
6421,UpperCanada,UC13_479E,404.47,405.38,2.77,ALBp,Proto-Albite; Wacke Altered,Albitite
6422,UpperCanada,UC13_479E,405.38,406.3,2.67,ALBp,Proto-Albite; Wacke Altered,Albitite
6423,UpperCanada,UC13_479E,406.3,407.21,2.7,ALBp,Proto-Albite; Wacke Altered,Albitite
6424,UpperCanada,UC12_453W2,1265.53,1266.44,2.75,V4MT,Trachyte mafic tuff,Trachyte
6425,UpperCanada,UC12_453W2,1266.44,1267.36,2.75,V4MT,Trachyte mafic tuff,Trachyte
6426,UpperCanada,UC12_453W2,1267.36,1268.27,2.83,V4MT,Trachyte mafic tuff,Trachyte
6427,UpperCanada,UC12_453W2,1268.27,1269.19,2.82,V4MT,Trachyte mafic tuff,Trachyte
6428,UpperCanada,UC12_453W2,1269.19,1270.1,2.79,V4MT,Trachyte mafic tuff,Trachyte
6429,UpperCanada,UC12_453W2,1263.7,1264.62,2.76,V4MT,Trachyte mafic tuff,Trachyte
6430,UpperCanada,UC13_467,201.47,202.39,2.73,S3a,Wacke Altered,Sediments
6431,UpperCanada,UC13_467,202.39,203.3,2.71,S3a,Wacke Altered,Sediments
6432,UpperCanada,UC13_467,203.3,204.22,2.71,S3a,Wacke Altered,Sediments
6433,UpperCanada,UC13_467,204.22,205.13,2.68,S3a,Wacke Altered,Sediments
6434,UpperCanada,UC13_469,645.57,646.48,2.78,ALBp,Proto-Albite,Albitite
6435,UpperCanada,UC13_469,646.48,647.4,2.75,ALBp,Proto-Albite,Albitite
6436,UpperCanada,UC13_469,636.64,637.18,2.66,ALBp,Proto-Albite,Albitite
6437,UpperCanada,UC13_469,637.18,638.25,2.69,ALBp,Proto-Albite,Albitite
6438,UpperCanada,UC13_469,638.25,639.17,2.71,ALBp,Proto-Albite,Albitite
6439,UpperCanada,UC13_469,639.17,640.08,2.71,ALBp,Proto-Albite,Albitite
6440,UpperCanada,UC13_469,640.08,640.99,2.75,ALBp,Proto-Albite,Albitite
6441,UpperCanada,UC13_469,640.99,641.91,2.71,ALBp,Proto-Albite,Albitite
6442,UpperCanada,UC13_469,633.01,633.98,2.73,ALBp,Proto-Albite,Albitite
6443,UpperCanada,UC13_469,633.98,634.9,2.75,ALBp,Proto-Albite,Albitite
6444,UpperCanada,UC13_469,634.9,635.81,2.73,ALBp,Proto-Albite,Albitite
6445,UpperCanada,UC13_469,635.81,636.64,2.7,ALBp,Proto-Albite,Albitite
6446,UpperCanada,UC13_469,697.08,697.99,2.8,V4T,Trachytic tuff,Trachyte
6447,UpperCanada,UC13_469,697.99,699.03,2.81,V4T,Trachytic tuff,Trachyte
6448,UpperCanada,UC13_469,691.29,692.2,2.76,V4T,Trachytic tuff,Trachyte
6449,UpperCanada,UC13_469,692.2,693.12,2.8,V4T,Trachytic tuff,Trachyte
6450,UpperCanada,UC13_469,693.12,694.03,2.8,V4T,Trachytic tuff,Trachyte
6451,UpperCanada,UC13_469,694.03,694.94,2.83,V4T,Trachytic tuff,Trachyte
6452,UpperCanada,UC13_469,694.94,696.16,2.82,V4T,Trachytic tuff,Trachyte
6453,UpperCanada,UC13_469,696.16,697.08,2.82,V4T,Trachytic tuff,Trachyte
6454,UpperCanada,UC13_469,685.8,686.71,2.84,V4T,Trachytic tuff,Trachyte
6455,UpperCanada,UC13_469,686.71,687.63,2.84,V4T,Trachytic tuff,Trachyte
6456,UpperCanada,UC13_469,687.63,688.54,2.8,V4T,Trachytic tuff,Trachyte
6457,UpperCanada,UC13_469,688.54,689.46,2.84,V4T,Trachytic tuff,Trachyte
6458,UpperCanada,UC13_469,689.46,690.37,2.79,V4T,Trachytic tuff,Trachyte
6459,UpperCanada,UC13_469,690.37,691.29,2.74,V4T,Trachytic tuff,Trachyte
6460,UpperCanada,UC13_469,680.31,681.23,2.76,V4T,Trachytic tuff,Trachyte
6461,UpperCanada,UC13_469,681.23,682.14,2.86,V4T,Trachytic tuff,Trachyte
6462,UpperCanada,UC13_469,682.14,683.06,2.87,V4T,Trachytic tuff,Trachyte
6463,UpperCanada,UC13_469,683.06,683.97,2.8,V4T,Trachytic tuff,Trachyte
6464,UpperCanada,UC13_469,683.97,684.89,2.8,V4T,Trachytic tuff,Trachyte
6465,UpperCanada,UC13_469,684.89,685.8,2.82,V4T,Trachytic tuff,Trachyte
6466,UpperCanada,UC13_469,674.83,675.74,2.83,V4T,Trachytic tuff,Trachyte
6467,UpperCanada,UC13_469,675.74,676.66,2.77,V4T,Trachytic tuff,Trachyte
6468,UpperCanada,UC13_469,676.66,677.57,2.8,V4T,Trachytic tuff,Trachyte
6469,UpperCanada,UC13_469,677.57,678.48,2.77,V4T,Trachytic tuff,Trachyte
6470,UpperCanada,UC13_469,678.48,679.4,2.78,V4T,Trachytic tuff,Trachyte
6471,UpperCanada,UC13_469,679.4,680.31,2.81,V4T,Trachytic tuff,Trachyte
6472,UpperCanada,UC13_469,669.34,670.26,2.77,V4T,Trachytic tuff,Trachyte
6473,UpperCanada,UC13_469,670.26,671.17,2.66,V4T,Trachytic tuff,Trachyte
6474,UpperCanada,UC13_482,613.26,614.17,2.67,V4aggl,Trachyte agglomerate,Trachyte
6475,UpperCanada,UC13_482,614.17,615.09,2.71,V4aggl,Trachyte agglomerate,Trachyte
6476,UpperCanada,UC13_482,604.11,605.03,2.75,V4aggl,Trachyte agglomerate,Trachyte
6477,UpperCanada,UC13_482,605.03,605.94,2.73,V4aggl,Trachyte agglomerate,Trachyte
6478,UpperCanada,UC13_482,605.94,606.86,2.75,V4aggl,Trachyte agglomerate,Trachyte
6479,UpperCanada,UC13_482,606.86,607.77,2.81,V4aggl,Trachyte agglomerate,Trachyte
6480,UpperCanada,UC13_482,607.77,608.69,2.81,V4aggl,Trachyte agglomerate,Trachyte
6481,UpperCanada,UC13_482,608.69,609.6,2.73,V4aggl,Trachyte agglomerate,Trachyte
6482,UpperCanada,UC13_482,600.46,601.37,2.77,V4aggl,Trachyte agglomerate,Trachyte
6483,UpperCanada,UC13_482,601.37,602.28,2.83,V4aggl,Trachyte agglomerate,Trachyte
6484,UpperCanada,UC13_482,602.28,603.2,2.72,V4aggl,Trachyte agglomerate,Trachyte
6485,UpperCanada,UC13_482,603.2,604.11,2.78,V4aggl,Trachyte agglomerate,Trachyte
6486,UpperCanada,UC13_482,626.06,626.97,2.9,S6,Siltstone,Sediments
6487,UpperCanada,UC13_482,626.97,627.89,2.9,S6,Siltstone,Sediments
6488,UpperCanada,UC13_482,627.89,628.8,2.89,S6,Siltstone,Sediments
6489,UpperCanada,UC13_482,628.8,629.72,2.92,S6,Siltstone,Sediments
6490,UpperCanada,UC13_482,620.57,621.49,2.96,S6,Siltstone,Sediments
6491,UpperCanada,UC13_482,621.49,622.4,2.69,S6,Siltstone,Sediments
6492,UpperCanada,UC13_482,622.4,623.32,2.69,S6,Siltstone,Sediments
6493,UpperCanada,UC13_482,623.32,624.23,2.7,S6,Siltstone,Sediments
6494,UpperCanada,UC13_482,624.23,625.14,2.79,S6,Siltstone,Sediments
6495,UpperCanada,UC13_482,625.14,626.06,2.93,S6,Siltstone,Sediments
6496,UpperCanada,UC13_482,618.74,619.66,2.88,S6,Siltstone,Sediments
6497,UpperCanada,UC13_482,619.66,620.57,2.87,S6,Siltstone,Sediments
6498,UpperCanada,UC13_482,631.55,632.46,2.68,FP,Feldspar Porphyry,Porphyry
6499,UpperCanada,UC13_482,632.46,633.37,2.67,FP,Feldspar Porphyry,Porphyry
6500,UpperCanada,UC13_482,633.37,634.29,2.66,FP,Feldspar Porphyry,Porphyry
6501,UpperCanada,UC13_482,630.63,631.55,2.67,FP,Feldspar Porphyry,Porphyry
6502,UpperCanada,UC13_482,653.49,654.41,2.78,S6,Siltstone,Sediments
6503,UpperCanada,UC13_482,654.41,655.32,2.77,S6,Siltstone,Sediments
6504,UpperCanada,UC13_482,655.32,656.23,2.78,S6,Siltstone,Sediments
6505,UpperCanada,UC13_482,656.23,657.15,2.79,S6,Siltstone,Sediments
6506,UpperCanada,UC13_482,648.0,648.92,2.81,S6,Siltstone,Sediments
6507,UpperCanada,UC13_482,648.92,649.83,2.8,S6,Siltstone,Sediments
6508,UpperCanada,UC13_482,649.83,650.75,2.8,S6,Siltstone,Sediments
6509,UpperCanada,UC13_482,650.75,651.66,2.81,S6,Siltstone,Sediments
6510,UpperCanada,UC13_482,651.66,652.58,2.81,S6,Siltstone,Sediments
6511,UpperCanada,UC13_482,652.58,653.49,2.79,S6,Siltstone,Sediments
6512,UpperCanada,UC13_482,642.52,643.43,2.82,S6,Siltstone,Sediments
6513,UpperCanada,UC13_482,643.43,644.35,2.81,S6,Siltstone,Sediments
6514,UpperCanada,UC13_470,525.48,526.39,2.75,ALBp,Proto-Albite,Albitite
6515,UpperCanada,UC13_470,526.39,527.3,2.85,ALBp,Proto-Albite,Albitite
6516,UpperCanada,UC13_470,519.07,519.99,2.73,ALBp,Proto-Albite,Albitite
6517,UpperCanada,UC13_470,519.99,520.9,2.74,ALBp,Proto-Albite,Albitite
6518,UpperCanada,UC13_470,520.9,521.82,2.71,ALBp,Proto-Albite,Albitite
6519,UpperCanada,UC13_470,521.82,522.73,2.73,ALBp,Proto-Albite,Albitite
6520,UpperCanada,UC13_470,522.73,523.65,2.74,ALBp,Proto-Albite,Albitite
6521,UpperCanada,UC13_470,523.65,524.56,2.72,ALBp,Proto-Albite,Albitite
6522,UpperCanada,UC13_470,514.2,515.11,2.9,ALBp,Proto-Albite,Albitite
6523,UpperCanada,UC13_470,515.11,516.03,2.85,ALBp,Proto-Albite,Albitite
6524,UpperCanada,UC13_470,516.03,516.94,2.96,ALBp,Proto-Albite,Albitite
6525,UpperCanada,UC13_470,516.94,517.86,2.86,ALBp,Proto-Albite,Albitite
6526,UpperCanada,UC13_470,517.86,518.34,2.88,ALBp,Proto-Albite,Albitite
6527,UpperCanada,UC13_470,518.34,519.07,2.75,ALBp,Proto-Albite,Albitite
6528,UpperCanada,UC13_470,508.71,509.63,2.84,ALBp,Proto-Albite,Albitite
6529,UpperCanada,UC13_470,509.63,510.54,2.85,ALBp,Proto-Albite,Albitite
6530,UpperCanada,UC13_470,510.54,511.45,2.84,ALBp,Proto-Albite,Albitite
6531,UpperCanada,UC13_470,511.45,512.37,2.85,ALBp,Proto-Albite,Albitite
6532,UpperCanada,UC13_470,512.37,513.28,2.82,ALBp,Proto-Albite,Albitite
6533,UpperCanada,UC13_470,513.28,514.2,2.85,ALBp,Proto-Albite,Albitite
6534,UpperCanada,UC13_470,503.22,504.14,2.73,ALBp,Proto-Albite,Albitite
6535,UpperCanada,UC13_470,504.14,505.05,2.75,ALBp,Proto-Albite,Albitite
6536,UpperCanada,UC13_470,505.05,505.97,2.77,ALBp,Proto-Albite,Albitite
6537,UpperCanada,UC13_470,505.97,506.88,2.76,ALBp,Proto-Albite,Albitite
6538,UpperCanada,UC13_470,506.88,507.8,2.77,ALBp,Proto-Albite,Albitite
6539,UpperCanada,UC13_470,507.8,508.71,2.82,ALBp,Proto-Albite,Albitite
6540,UpperCanada,UC13_470,497.74,498.65,2.74,ALBp,Proto-Albite,Albitite
6541,UpperCanada,UC13_470,498.65,499.57,2.73,ALBp,Proto-Albite,Albitite
6542,UpperCanada,UC13_470,499.57,500.48,2.76,ALBp,Proto-Albite,Albitite
6543,UpperCanada,UC13_470,500.48,501.4,2.77,ALBp,Proto-Albite,Albitite
6544,UpperCanada,UC13_470,501.4,502.31,2.74,ALBp,Proto-Albite,Albitite
6545,UpperCanada,UC13_470,502.31,503.22,2.72,ALBp,Proto-Albite,Albitite
6546,UpperCanada,UC13_470,492.25,493.17,2.76,ALBp,Proto-Albite,Albitite
6547,UpperCanada,UC13_470,493.17,494.08,2.79,ALBp,Proto-Albite,Albitite
6548,UpperCanada,UC13_470,494.08,495.0,2.82,ALBp,Proto-Albite,Albitite
6549,UpperCanada,UC13_470,495.0,495.91,2.73,ALBp,Proto-Albite,Albitite
6550,UpperCanada,UC13_470,495.91,496.82,2.76,ALBp,Proto-Albite,Albitite
6551,UpperCanada,UC13_470,496.82,497.74,2.75,ALBp,Proto-Albite,Albitite
6552,UpperCanada,UC13_470,486.77,487.68,2.75,ALBp,Proto-Albite,Albitite
6553,UpperCanada,UC13_470,487.68,488.59,2.85,ALBp,Proto-Albite,Albitite
6554,UpperCanada,UC13_473,35.66,36.58,2.73,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6555,UpperCanada,UC13_473,36.58,37.49,2.79,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6556,UpperCanada,UC13_473,37.49,38.4,2.67,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6557,UpperCanada,UC13_473,27.43,28.35,2.62,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6558,UpperCanada,UC13_473,28.35,29.26,2.81,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6559,UpperCanada,UC13_473,29.26,30.18,2.75,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6560,UpperCanada,UC13_473,30.18,31.09,2.74,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6561,UpperCanada,UC13_473,31.09,32.0,2.76,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6562,UpperCanada,UC13_473,32.0,32.92,2.76,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6563,UpperCanada,UC13_473,21.95,22.86,2.78,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6564,UpperCanada,UC13_473,22.86,23.77,2.75,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6565,UpperCanada,UC13_473,23.77,24.69,2.71,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6566,UpperCanada,UC13_473,24.69,25.6,2.57,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6567,UpperCanada,UC13_473,25.6,26.52,2.74,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6568,UpperCanada,UC13_473,26.52,27.43,2.77,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6569,UpperCanada,UC13_473,16.46,17.37,2.74,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6570,UpperCanada,UC13_473,17.37,18.29,2.78,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6571,UpperCanada,UC13_473,18.29,19.2,2.8,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6572,UpperCanada,UC13_473,19.2,20.12,2.78,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6573,UpperCanada,UC13_473,20.12,21.03,2.79,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6574,UpperCanada,UC13_473,21.03,21.95,2.81,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6575,UpperCanada,UC13_473,10.97,11.89,2.74,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6576,UpperCanada,UC13_473,11.89,12.8,2.67,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6577,UpperCanada,UC13_473,12.8,13.72,2.51,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6578,UpperCanada,UC13_473,13.72,14.63,2.77,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6579,UpperCanada,UC13_473,14.63,15.54,2.77,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6580,UpperCanada,UC13_473,15.54,16.46,2.73,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6581,UpperCanada,UC13_473,7.32,8.23,2.73,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6582,UpperCanada,UC13_473,8.23,9.14,2.69,V4T,Trachytic tuff; Trachytic syenite,Trachyte
6583,UpperCanada,UC13_473,9.14,10.06,2.63,V4T,Trachytic tuff; Trachytic syenite,Trachyte
